m2682_meta_date_auto,m1855_meta_assessment_date,m1725_meta_interview_type,m0489_meta_survey_round,calc_adm2_local,m0303_meta_adm1_pcode,m0304_meta_adm2_pcode,m0305_meta_adm3_pcode,m0306_meta_adm4_pcode_other,m0306_meta_adm4_pcode,admin_4_name_txt_calc,s1534_loc_loc_access,m0342_loc_site_type_multiple,m0342_loc_site_type_multiple_other,m1690_loc_depart_hh,m1541_loc_num_depart_hh_period,m1540_loc_num_depart_ind_period,m0349_loc_depart_period,m2990_loc_depart_internal,m2991_loc_depart_known,m1577_loc_main_dest_adm1,m1584_loc_main_depart_reason,m1584_loc_main_depart_reason_other,m1535_loc_arrival_time,m1537_loc_num_arrivals_hh,m1536_loc_num_arrival_ind_period,m2968_loc_num_men_idp,m2969_loc_num_women_idp,m2970_loc_num_children_idp,m0310_loc_num_idp_ind,m1727_loc_main_group_arrival_date,m2684_loc_arrivals_from_list,m2686_loc_arrivals_origin_adm1,m2685_loc_arrivals_origin_adm2,m2687_loc_arrivals_origin_adm3,m0329_loc_reason_disp_idp,m0329_loc_reason_disp_idp_other,m2688_loc_arrivals_site_type,m2688_loc_arrivals_site_type_other,m2967_loc_idp_reason_chose_loc,m2967_loc_idp_reason_chose_loc_other,s2878_loc_top_3_priority_need_idp,s2878_loc_top_3_priority_need_idp/food,s2878_loc_top_3_priority_need_idp/health,s2878_loc_top_3_priority_need_idp/sanitation,s2878_loc_top_3_priority_need_idp/shelter,s2878_loc_top_3_priority_need_idp/transport,s2878_loc_top_3_priority_need_idp/accommodation,s2878_loc_top_3_priority_need_idp/clothes,s2878_loc_top_3_priority_need_idp/communication,s2878_loc_top_3_priority_need_idp/recognition_qualifications,s2878_loc_top_3_priority_need_idp/dnk,s2878_loc_top_3_priority_need_idp/legal_consular,s2878_loc_top_3_priority_need_idp/education,s2878_loc_top_3_priority_need_idp/drinking_water,s2878_loc_top_3_priority_need_idp/employment,s2878_loc_top_3_priority_need_idp/reunification,s2878_loc_top_3_priority_need_idp/cash,s2878_loc_top_3_priority_need_idp/kindergarten,s2878_loc_top_3_priority_need_idp/information,s2878_loc_top_3_priority_need_idp/electricity,s2878_loc_top_3_priority_need_idp/language,s2878_loc_top_3_priority_need_idp/medicines,s2878_loc_top_3_priority_need_idp/none,s2878_loc_top_3_priority_need_idp/nfi,s2878_loc_top_3_priority_need_idp/other,s2878_loc_top_3_priority_need_idp/hygiene,s2878_loc_top_3_priority_need_idp/pnta,s2878_loc_top_3_priority_need_idp/protection,s2878_loc_top_3_priority_need_idp/reporting,s2878_loc_top_3_priority_need_idp/pss,s2878_loc_top_3_priority_need_idp/school_supplies,s2878_loc_top_3_priority_need_idp/security,s2878_loc_top_3_priority_need_idp/child_spaces,s2878_loc_top_3_priority_need_idp/return_support,s2878_loc_top_3_priority_need_idp/business,s2878_loc_top_3_priority_need_idp/vocational,s2878_loc_top_3_priority_need_idp/wash,s2878_loc_top_3_priority_need_idp_other,m2689_loc_arrivals_settle_adm4_other,m2689_loc_arrivals_settle_adm4,m2689_loc_arrivals_settle_adm4_zwe,m1461_loc_return_obs_unit,m0847_loc_num_return_idp_hh,m2971_loc_num_men_return,m2972_loc_num_women_return,m2973_loc_num_children_return,m0851_loc_num_return_idp_ind,s1322_loc_return_main_arrival,m2690_loc_returnees_from_list,m2691_loc_area_disp_returnees_adm0,m2691_loc_area_disp_returnees_adm0_other,m2692_loc_reason_return,m2692_loc_reason_return/returned_assistance,m2692_loc_reason_return/rejoin_family,m2692_loc_reason_return/no_assistance_found,m2692_loc_reason_return/other,m2692_loc_reason_return_other,m2693_loc_returnees_site_type,m2693_loc_returnees_site_type_other,m2694_loc_top_3_priority_need_returnee,m2694_loc_top_3_priority_need_returnee/food,m2694_loc_top_3_priority_need_returnee/health,m2694_loc_top_3_priority_need_returnee/sanitation,m2694_loc_top_3_priority_need_returnee/shelter,m2694_loc_top_3_priority_need_returnee/transport,m2694_loc_top_3_priority_need_returnee/accommodation,m2694_loc_top_3_priority_need_returnee/clothes,m2694_loc_top_3_priority_need_returnee/communication,m2694_loc_top_3_priority_need_returnee/recognition_qualifications,m2694_loc_top_3_priority_need_returnee/dnk,m2694_loc_top_3_priority_need_returnee/legal_consular,m2694_loc_top_3_priority_need_returnee/education,m2694_loc_top_3_priority_need_returnee/drinking_water,m2694_loc_top_3_priority_need_returnee/employment,m2694_loc_top_3_priority_need_returnee/reunification,m2694_loc_top_3_priority_need_returnee/cash,m2694_loc_top_3_priority_need_returnee/kindergarten,m2694_loc_top_3_priority_need_returnee/information,m2694_loc_top_3_priority_need_returnee/electricity,m2694_loc_top_3_priority_need_returnee/language,m2694_loc_top_3_priority_need_returnee/medicines,m2694_loc_top_3_priority_need_returnee/none,m2694_loc_top_3_priority_need_returnee/nfi,m2694_loc_top_3_priority_need_returnee/other,m2694_loc_top_3_priority_need_returnee/hygiene,m2694_loc_top_3_priority_need_returnee/pnta,m2694_loc_top_3_priority_need_returnee/protection,m2694_loc_top_3_priority_need_returnee/reporting,m2694_loc_top_3_priority_need_returnee/pss,m2694_loc_top_3_priority_need_returnee/school_supplies,m2694_loc_top_3_priority_need_returnee/security,m2694_loc_top_3_priority_need_returnee/child_spaces,m2694_loc_top_3_priority_need_returnee/return_support,m2694_loc_top_3_priority_need_returnee/business,m2694_loc_top_3_priority_need_returnee/vocational,m2694_loc_top_3_priority_need_returnee/wash,m2694_loc_top_3_priority_need_returnee/agricultural_inputs,m2694_loc_top_3_priority_need_returnee_other,m2695_loc_returnees_settle_adm4_other,m2695_loc_returnees_settle_adm4,m2695_loc_returnees_settle_adm4_zwe,remarks,_id,_uuid,_submission_time,_validation_status,_notes,_status,_submitted_by,__version__,_tags,_index
16/11/2024,16/11/2024,inperson_mobile,B2_01,District,MW3,MW302,MW30201,,30201029059,Singwa,yes,dispersed,,no,,,,,,,,,yes,4,18,4,4,10,18,01/11/2023,diff_adm3,MW3,MW302,MW30206,nonclimate_disaster,,dispersed,,livelihood,,food cash clothes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30201001002 30201030158 30201030062,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"People in the GVH do not have access to water due to high population, Food insecure in the GVH due to drought",15106050,77249707-4cf6-4c75-be14-2d94bf3d56f4,20/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,251
16/11/2024,16/11/2024,inperson_mobile,B2_01,District,MW3,MW302,MW30201,,30201018039,Nkhuna,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,11,12,18,11,41,01/05/2024,same_adm3,,,rejoin_family returned_assistance,1,1,0,0,,dispersed,,food accommodation business,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,30201017039 30201036081 30201023048,,"People are struggling to find food,lack of good shelter to some individuals, people are employing other techniques to reduce water speed like stone banks, swalles and reafforestation inorder to prevent natural disasters like flooding",15106051,1673a7e4-164f-4fd2-9ce7-85cb5ef2b757,20/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,252
17/11/2024,17/11/2024,inperson_mobile,B2_01,District,MW3,MW302,MW30201,,30201017038,Simba,yes,dispersed,,no,,,,,,,,,yes,6,26,10,12,4,26,01/10/2024,diff_adm3,MW3,MW302,MW30201,nonclimate_disaster,,dispersed,,network,,food accommodation drinking_water,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30201017039 30201017038 30201017040,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lack of emergency response in times of disaster,15106052,99a2147c-8821-4e6d-95ec-b9e01903203c,20/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,253
17/11/2024,17/11/2024,inperson_mobile,B2_01,District,MW3,MW302,MW30201,,30201017040,Juma Mtopa,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,1,1,2,3,6,01/05/2024,diff_adm3,,,no_assistance_found,0,0,1,0,,dispersed,,food accommodation drinking_water,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30201017039 30201005017 30201019054,,"Lack of emergency support in times of disaster, GVH is encouraging people to plant more trees inorder to reduce water speed ",15106053,3727bf86-313e-4c11-b026-2be5ecf298c7,20/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,254
17/11/2024,17/11/2024,inperson_mobile,B2_01,District,MW3,MW302,MW30201,,30201011029,Namilepe,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flooding is common in Napere river, Madzianjuchi, Namisangu and Nessi which results in low yields more especially rice in this GVH, in the GVH they are constructing swalles and check dams to reduce runoff",15106054,22cae565-4f6f-4e36-a2cc-51b614fc9d80,20/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,255
18/11/2024,18/11/2024,remote_inperson,B2_01,District,MW3,MW308,MW30805,,30805077131,Fundi,yes,dispersed,,yes,18,76,01/12/2023,,yes,MW3,climate_drought,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,24,14,10,17,41,01/06/2024,same_adm3,,,no_assistance_found,0,0,1,0,,dispersed,,food nfi shelter,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30805074127 30805076133 30805076132,,,15137068,3c8c54a7-3d1d-49c5-83bc-a8a96eaf651e,21/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,256
18/11/2024,18/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30806,,30806037053,Manyumba,yes,dispersed,,yes,311,1555,01/03/2024,,yes,MW3,climate_drought,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,434,168,266,1064,1498,01/08/2024,same_adm3,,,other no_assistance_found,0,0,1,1,They were meeting violence and others were being killed,dispersed,,food shelter other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Agricultural inputs,,30806043066 30806048075 30806037053,,,15140274,04045f7d-1d7c-446e-9a04-691f78f7da90,21/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,257
21/11/2024,21/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30508,,30508025024,Mkwapatila,yes,dispersed,,no,,,,,,,,,yes,35,158,53,40,65,158,01/11/2023,diff_adm2,MW3,MW310,,climate_floods,,dispersed,,livelihood,,food shelter sanitation,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30508025062 30508025024 30508025079,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15143651,1b833c42-eee8-4649-a6de-cb9c9f288f50,21/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,258
21/11/2024,21/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30508,,30508038072,Jana,yes,dispersed,,no,,,,,,,,,yes,3,15,3,3,9,15,01/06/2024,diff_adm2,MW3,MW307,,climate_drought,,dispersed,,climatic,,food shelter health,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,"Kulikole
Mtonyo",30508038072,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Drought is a big issue and assistance doesn't reach a lot of people from their GVH when it's offered ,15143654,eb6508f9-f5f9-4710-9336-980a6451ec1c,21/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,259
21/11/2024,21/11/2024,inperson_mobile,B2_01,District,MW3,MW305,MW30508,,30508018018,Somba I,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It wasn't hit as hard by the cyclone but people still live in fear.
Harvest is very little due to limited farming land
",15143655,7705067e-334c-4b3e-839f-3c2bed28c9ff,21/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,260
21/11/2024,21/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202079170,Magombo,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,18,11,22,39,72,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31202079170,,,15148228,2f44c527-bd69-4ee9-85c2-bb4eaff35847,21/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,261
21/11/2024,21/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,Sumani,,,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,10,11,12,23,46,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Sumani ,31202073155,,,15149417,59d4ae0d-7f34-48da-a50b-3b70ed39e77e,21/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,262
15/11/2024,15/11/2024,remote_inperson,B2_01,District,MW3,MW302,MW30206,,30203033082,Mtalika,yes,informal_settlement,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,20,25,35,40,100,01/03/2024,same_adm3,,,no_assistance_found,0,0,1,0,,informal_settlement,,food cash shelter,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30203032082,,,15150863,a1301fc3-3e62-43a8-9294-c10864e9ea5d,21/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,263
15/11/2024,15/11/2024,inperson_mobile,B2_01,District,MW3,MW302,MW30206,,30203031078,Ntaja,yes,informal_settlement,,no,,,,,,,,,yes,50,250,70,100,80,250,01/04/2024,diff_adm3,MW3,MW302,MW30206,climate_floods,,informal_settlement,,livelihood,,food cash clothes,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30203025040,,yes,6000,2000,20000,8000,30000,01/04/2024,same_adm3,,,no_assistance_found,0,0,1,0,,informal_settlement,,food cash shelter,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30203025040,,,15150914,c044b631-a40c-47e5-a633-d566db39dd30,21/11/2024,,,submitted_via_web,mwi_dtm_enum,vmVeMnvWjjmS4opDtupgJW,,264
21/11/2024,21/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31206,,31201109153,Phalula 1 (B),yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,15154850,bbf03a9a-e030-4ec2-8b81-c59c3eac35e3,21/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,265
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,Mwembe,,,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15157438,23b08c39-f95c-44e9-a324-f3e411ae4d2d,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,266
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202066144,Hindahinda,yes,dispersed,,yes,1,4,01/03/2024,yes,yes,MW3,climate_drought,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,4,6,17,27,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31202067147,,,15157829,3bfc98c9-a357-4653-bbcb-d9d7b6a0876a,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,267
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,Namaya,,,yes,dispersed,,no,,,,,,,,,yes,2,8,1,2,5,8,01/08/2024,diff_adm3,MW3,MW312,MW31202,climate_drought,,dispersed,,livelihood,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,Namaya ,31202070150,,yes,15,10,14,39,63,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Namaya ,31202069150,,,15158661,af9ff6e3-bea1-40a1-b779-af646f4a5313,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,268
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202072138,Misowa,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,10,13,16,19,48,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31202072138,,,15158839,1f7eca6a-eb30-4b7a-b3aa-3d23bb7b2c82,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,269
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202080171,Chibwana Nsamala,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,6,6,12,15,33,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31202074154 31202081171 31202080173,,,15159113,e232acdc-16d6-4ece-b0d4-a4fb490b18ca,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,270
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202089189,Njale,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,19,17,31,47,95,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Farming equipments ,,31202089189 31202089187,,,15159408,61686c1c-f432-4ca9-a6e6-5c5e56038e85,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,271
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202091191,Namwera,yes,dispersed,,no,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,5,6,8,14,28,01/05/2024,same_adm3,,,rejoin_family no_assistance_found,0,1,1,0,,dispersed,,food shelter cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31202091191 31202092192,,,15159668,2545a660-4bfc-494b-aa69-b205e0ef7f93,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,272
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW312,MW31204,,31202075159,Musa,yes,dispersed,,no,,,,,,,,,yes,1,3,1,1,1,3,01/08/2024,diff_adm2,MW3,MW310,,climate_drought,,dispersed,,livelihood,,food shelter cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31202075159,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15160109,0c7d3c1d-2645-48f3-bb4d-8939f75c79aa,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vBSzUxcvWP3nZ6KVNnzbjB,,273
18/11/2024,18/11/2024,remote_inperson,B2_01,District,MW3,MW308,MW30806,,30806801106,Nkando,yes,dispersed,,yes,16,64,01/09/2023,,yes,MW3,climate_floods,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,17,26,25,34,85,01/10/2023,same_adm3,,,no_assistance_found,0,0,1,0,,dispersed,,food shelter nfi,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30806049067 30806063106 30806063104,,,15164274,ee1c2a6c-b2fd-476f-aad9-7710c4c26ad2,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,274
18/11/2024,18/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30806,,30806051073,Mgumera,yes,dispersed,,yes,9,45,01/09/2023,,yes,MW3,climate_drought,,yes,12,28,2,10,16,28,01/09/2023,diff_adm0,,,,climate_floods,,dispersed,,other,There were highlands,shelter food cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30806045069 30806051073 30806051081,,yes,6,2,4,9,15,01/04/2024,diff_adm0,MOZ,,other,0,0,0,1,They started harvesting in their area so atleast food was found,dispersed,,food shelter cash,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,30806046072,,,15164275,0a005001-1d46-4275-adf7-7c6563cea0d4,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,275
18/11/2024,18/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30806,Muhiyo,,,yes,dispersed,,yes,17,94,01/04/2024,,yes,MW3,climate_drought,,yes,4,22,12,6,4,22,01/01/2024,same_adm3,MW3,MW308,MW30806,climate_floods,,dispersed,,other,They were following a highland,shelter food business,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,30806030047 30806026044,,yes,44,33,11,9,53,01/03/2024,same_adm3,,,rejoin_family other,0,1,0,1,They were following their farm lands,dispersed,,food drinking_water other,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Agricultural inputs,,30806030047 30806026044,,The area is not accesible during rainy season,15164276,80aa701a-abc1-4fb9-b1d8-05d9c6377e17,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vzexMkjAHGW6VZhXoLutJU,,276
14/11/2024,14/11/2024,inperson_mobile,B2_01,District,MW3,MW308,MW30802,,30802003006,Msikita,yes,dispersed,,yes,264,658,01/10/2023,,yes,MW3,climate_drought,,yes,84,210,57,62,91,210,01/09/2023,same_adm3,MW3,MW308,MW30802,climate_floods,,dispersed,,livelihood,,food shelter other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Agricultural inputs,,30802002007 30802002005 30802003006,,yes,126,93,150,175,418,01/04/2024,diff_adm0,MOZ,,no_assistance_found other,0,0,1,1,They were meeting violence and others were being lobbed of their money,dispersed,,food shelter other,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Agricultural land and inputs,,30802002007 30802003006 30802001002,,,15164277,6b341588-196d-4836-842b-e2f3a9355034,22/11/2024,,,submitted_via_web,mwi_dtm_enum,vuVkh8gXNgB7otUzJVgUoh,,277
22/11/2024,22/11/2024,inperson_mobile,B2_01,District,MW3,MW310,MW31006,,31006011038,Njereza,yes,dispersed,,yes,7,32,01/08/2024,both,yes,MW3,climate_floods,,yes,4,15,4,4,7,15,01/08/2024,diff_adm2,MW3,MW305,,climate_drought,,dispersed,,livelihood,,food clothes drinking_water,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,31006012041 31006011038,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Njereza GVH is prone to floods. They experience moderate droughts since they are close to shire river which they use for most of their farming.,15166884,90da059d-5481-412f-950d-5fce85838555,22/11/2024,,,submitted_via_web,mwi_dtm_enum,v7VP8KqqfMupLhhqBS4HdB,,278
